Sun Mar 21 00:00:00 GMT 2021,South Africa,1537852,52111,1463089,22652
Mon Mar 22 00:00:00 GMT 2021,South Africa,1538451,52196,1463953,22302
Tue Mar 23 00:00:00 GMT 2021,South Africa,1538961,52251,1465204,21506
Wed Mar 24 00:00:00 GMT 2021,South Africa,1540009,52372,1466595,21042
Thu Mar 25 00:00:00 GMT 2021,South Africa,1541563,52535,1467254,21774
Fri Mar 26 00:00:00 GMT 2021,South Africa,1543079,52602,1469565,20912
Sat Mar 27 00:00:00 GMT 2021,South Africa,1544466,52648,1471164,20654
Sun Mar 28 00:00:00 GMT 2021,South Africa,1544466,52648,1471164,20654
